Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Los Angeles Galaxy,Los Galácticos[1]​,15 de junio de 1994 (29 años),Dan Beckerman (Presidente Ejecutivo AEG),Greg Vanney,Dignity Health Sports Park,"Los Angeles,Estados Unidos",27.000 espectadores,Los Angeles,Los Angeles Galaxy
Club Atlético River Plate,El Millonario[1]​La Banda[2]​El Más Grande[3]​,25 de mayo de 1901 (122 años)[4]​,Jorge Brito,Martín Demichelis,Mâs Monumental,"Av. Figueroa Alcorta 7597,Buenos Aires,Argentina34°32′43″S58°26′58″O﻿ / ﻿-34.54528,-58.44944",84 567 espectadores[6]​,Av. Figueroa Alcorta 7597,CA River Plate Montevideo
Vila Nova Futebol Clube,Tigre,29 de julio de 1943 (80 años),Hugo Bravo[1]​,Higo Magalhães[2]​,Vila Nova - O.B.A.,"Goiânia,Brasil",11.800,Goiânia,Vila Nova Futebol Clube (GO)
Koninklijke Racing Club Genk,Blauw-Wit(Azul-Blanco)RacingKRCDe Smurfen(Los Pitufos),19231988 (fusión),Peter Croonen,Wouter Vrancken,Cegeka Arena,"Genk,Bélgica",24.956[1]​ espectadores,Genk,KRC Genk
Fotballklubben Haugesund,FKHÁrabes,28 de octubre de 1993 (30 años),Leif Helge Kaldheim,Jostein Grindhaug[1]​,Haugesund stadion,"Haugesund,Noruega",8.800,Haugesund,FK Haugesund
Avaí Futebol Clube,Leão da Ilha (León de la Isla)[1]​,1 de septiembre de 1923 (100 años)[2]​,Júlio Heerdt[3]​,Eduardo Barroca[5]​,Ressacada,"Florianópolis,Brasil",19.000,Florianópolis,Avaí FC
Fortaleza Esporte Clube,Leão do Pici (León del Pici)[1]​Tricolor de Aço(Tricolor de Acero)[2]​,18 de octubre de 1918 (105 años),Alex Santiago[3]​,Juan Pablo Vojvoda[4]​,Castelão,"Fortaleza,Brasil",65 000 espectadores,Fortaleza,Fortaleza Esporte Clube
Futbolnyĭ Klub Torpedo Moskva,Чëрно-Белие(Blanquinegros)Avtozavodtsy,18 de noviembre de 1924 (99 años),Denis Maslov,Pep Clotet,Estadio Eduard Streltsov,"Moscú,Rusia",13 400,Moscú,Torpedo Moscow
Ceará Sporting Club,"Vozão (gran abuelo),Vovô (abuelo),Alvinegro Cearense",2 de junio de 1914 (109 años),João Paulo Silva[1]​,Vágner Mancini[3]​,Castelão,"Fortaleza,Brasil",65 000 espectadores,Fortaleza,Ceará Sporting Club
Професионален футболен клуб Черно Море ВарнаProfesionalen futbolen klub Cherno More Varna,"Моряците(Moryatsite, Marineros)","1913,[1]​[2]​",Marin Marinov,Ilián Iliev,Estadio Ticha,"Varna,Bulgaria",12500,Varna,Cherno More Varna
No data,No data,No data,No data,No data,No data,No data,No data,No data,Lokomotiv Moscow
Foolad Mobarekeh Sepahan Sport Club,AmarillosTormenta Amarilla de AsiaCampeones,2 de julio de 1953 (70 años),Mohammad Reza Saket,José Morais,Estadio Naghsh-e-Jahan,"Isfahán,Irán",75.00010.000,Isfahán,Sepahan FC
Fudbalski Klub Voždovac Beograd,Zmajevi (Dragones),1912,Branimir Babarogić,Nenad Lalatović,"Stadion VoždovacBelgrado,Serbia",No data,5.300,No data,FK Vozdovac
Albacete Balompié S. A. D.[1]​,"Alba,Albacetistas,Queso Mecánico,Blancos",5 de julio de 1939 (84 años),Georges Kabchi,Rubén Albés,Municipal Carlos Belmonte,"Av. de España s/nAlbacete,España",17 524 espectadores,Av. de España s/nAlbacete,Albacete Balompié
Qingdao Huanghai Football Club青岛黄海足球俱乐部,Toros,29 de enero de 2013 (11 años),Tang Xiaofang,Antonio Gómez-Carreño Escalona[2]​,Qingdao Guoxin Stadium,"Qingdao,Shandong,China","45,000",Qingdao,Qingdao Hainiu
Lillestrøm Sportsklubb,KanarifugleneFugla (Los canarios),2 de abril de 1917 (106 años),Morten Kokkim,Geir Bakke,Åråsen Stadion,"Lillestrøm,Noruega","12,234",Lillestrøm,Lillestrøm SK
Daejeon Citizen Football Club대전 시티즌 프로축구단,Purple Crew,1997,Huh Jung-moo,Lee Min-sung,Mundialista de Daejeon,"Daejeon,Corea del Sur",40.535,Daejeon,Daejeon Hana Citizen
Футбольный клуб ОренбургFutbolʹnyĭ Klub Orenburg,No data,1976 (48 años),Vasily Stolypin,Marcel Lička,Estadio Gazovik,"Oremburgo,Rusia",7.500,Oremburgo,FK Orenburg
