Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Shabab Al-Ahli Club,Los caballeros rojos,1958 (66 años),Abdullah Saeed Al-Naboodah,Marko Nikolić,Estadio Al-Rashid,"Dubái,EAU",18.000,Dubái,Shabab Al-Ahli Club
Club Internacional de Fútbol Miami[1]​,Las Garzas[2]​,29 de enero de 2018 (6 años),David Beckham,Gerardo Martino,DRV PNK Stadium,"Fort Lauderdale,Florida",21 550 espectadores,Fort Lauderdale,Inter Miami CF
Goiás Esporte Clube,Esmeraldino[1]​,6 de abril de 1943 (80 años),Paulo Rogério Pinheiro[2]​,Zé Ricardo[4]​,Estadio Serra Dourada,"Goiânia,Brasil",42 700 espectadores[5]​,Goiânia,Goiás EC
Idrottsföreningen Brommapojkarna,BPBromma Boys,1942,Fredrik Bergholm,Olof Mellberg,Estadio Grimsta IP,"Estocolmo,Suecia",8000,Estocolmo,IF Brommapojkarna
Vejle Boldklub,RojosRubí de Jutland,3 de mayo de 1891 (132 años),Andrei Zolotko,Carit Falch,Estadio de Vejle,"Vejle,Dinamarca",15.332,Vejle,Vejle Boldklub
No data,No data,No data,No data,No data,No data,No data,No data,No data,CDP Curicó Unido
Allmänna Idrottsklubben,Gnaget,15 de febrero de 1891 (133 años),Eric Ljunggren,Andreas Brännström,Friends Arena,"Solna,Suecia",54.400,Solna,AIK
Club de Fútbol Pachuca,Tuzos.[1]​,1 de noviembre de 1892 (131 años)[2]​[3]​[4]​,Armando Martínez,Guillermo Almada,Hidalgo,"Pachuca,Hidalgo",27 000 espectadores,Pachuca,CF Pachuca
Odds Ballklubb,Oddrane,31 de marzo de 1894 (129 años),No data,Pål Arne Johansen,Skagerak Arena,"Skien,Noruega",13.500,Skien,Odds BK
No data,No data,No data,No data,No data,No data,No data,No data,No data,Lokomotiv Moscow
Football Club Viktoria Plzeň,No data,11 de junio de 1911 (112 años),Adolf Šádek,Miroslav Koubek[1]​,Doosan Arena,"Pilsen,República Checa",11.700[2]​ espectadores,Pilsen,FC Viktoria Plzen
Fotball Club Sheriff Tiraspol,Жёлто-чёрные/Zholto-chornyye(Amarillo y negro)[1]​Осы/Osy(Avispas)[2]​,4 de abril de 1997 (26 años)[3]​,Victor Gushan,Roman Pylypchuk,Stadionul Sheriff,"Tiráspol,Transnitria",14.300,Tiráspol,FC Sheriff Tiraspol
Професионален футболен клуб Левски СофияProfesionalen Futbolen Klub Levski Sofiya,"Сините(Sinite, Azules)Отбора на народаOtbora na naroda(El equipo del Pueblo)[1]​",24 de mayo de 1914 (109 años),Nasko Sirakov,Stanimir Stoilov,Estadio Georgi Asparuhov,"Sofía,Bulgaria",25 000,Sofía,Levski Sofia
