Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Royal AM Football Club,Thwihli Thwahla,2015,Andile Mpisane,Khabo Zondo,Chatsworth Stadium,"Durban,Sudáfrica",22 000,Durban,Royal AM FC
Fudbalski Klub Novi Pazar,Plavi(Azules)Plavi Tajfun(Azules tifón),1928[1]​,Sead Malićević,Slavenko Kuzeljević,Stadion Gradski,"Novi Pazar,Serbia",10.000[2]​,Novi Pazar,FK Novi Pazar
América Futebol Clube,Coelho (Conejo)[1]​[2]​,30 de abril de 1912 (111 años),Alencar da Silveira Júnior[3]​,Cauan de Almeida[5]​,Independencia,"Belo Horizonte,Brasil",23.018,Belo Horizonte,América Futebol Clube (MG)
Club Sporting Cristal S. A.[1]​,La Máquina Celeste[n. 1]​La Fuerza Ganadora[n. 2]​Celestes[4]​Cerveceros[5]​Rimenses[6]​Bajopontinos[7]​,13 de diciembre de 1955 (68 años)comoClub Sporting Cristal Backus,Joel Raffo,Enderson Moreira,Alberto Gallardo,"San Martín de Porres,Lima(Coord.12°2′16″S77°2′42″O﻿ / ﻿-12.03778,-77.04500",11 600 espectadores,San Martín de Porres,Club Sporting Cristal
Club Internacional de Fútbol Miami[1]​,Las Garzas[2]​,29 de enero de 2018 (6 años),David Beckham,Gerardo Martino,DRV PNK Stadium,"Fort Lauderdale,Florida",21 550 espectadores,Fort Lauderdale,Inter Miami CF
Futbolnyĭ Klub Zhemchuzhina-Sochi,No data,1991,Dmitry Yakushev,No data,Estadio Central de Sochi,"Sochi,Rusia",12.500,Sochi,FC Sochi
Aberdeen Football Club,"The Dons, The Dundies, The Reds (Los rojos)",14 de abril de 1903 (120 años),Dave Cormack,Neil Warnock,Pittodrie Stadium,"Aberdeen,Escocia",20 866 espectadores,Aberdeen,Aberdeen FC
New England Revolution,Revoluciones(Revs),17 de octubre de 1995 (28 años),Brian Bilello,Caleb Porter,Gillette Stadium,"Foxborough,MassachusettsEstados Unidos",68 756 espectadores,Foxborough,New England Revolution
Фудбалски клуб Црвена звездаFudbalski klub Crvena Zvezda,Zvezda(Estrella)Crveno-beli(Rojiblancos),4 de marzo de 1945 (79 años),Svetozar Mijailović,Vladan Milojević,Rajko Mitić,Belgrado(Serbia),55.783[1]​ espectadores,Belgrado(Serbia),Red Star Belgrade
Club Atlético Newell's Old Boys,La LepraEl Rojinegro,3 de noviembre de 1903 (120 años),Ignacio Astore,Mauricio Larriera,Marcelo Bielsa[2]​,"Parque de la IndependenciaRosario,Santa Fe,Argentina",42 000 espectadores,Parque de la IndependenciaRosario,CA Newell's Old Boys
No data,No data,No data,No data,No data,No data,No data,No data,No data,Sepsi OSK Sf. Gheorghe
Nantong Zhiyun Football Club南通支云足球俱乐部,No data,1 de enero de 2016 (8 años),No data,Gabri García,Rudong Olympic Sports Center,"Nantong,China","24,000[1]​",Nantong,Nantong Zhiyun
SCFotbal Club FCSB SA,Roș-albaștrii[1]​(Rojiazules),No data,Valeriu Argăseală,Elias Charalambous,Arena Națională(actualmente),"Bucarest,Rumania",55 635 espectadores,Bucarest,FCSB
