Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
1. Fußball- und Sportverein Mainz 05 e.V.,Die Nullfünfer (Los 05's)Karnevalsverein (Club de Carnaval),16 de marzo de 1905 (119 años)[1]​,Stefan Hofmann,Bo Henriksen,Mewa Arena,"Maguncia,Alemania",34.000 espectadores,Maguncia,1.FSV Mainz 05
Koninklijke Atletiek Associatie Gent,Los búfalos,1864 (como asociación de gimnasia)31 de octubre de 1900 (123 años) (como una asociación de fútbol),Sam Baro,Hein Vanhaezebrouck,Ghelamco Arena,"Gante,Bélgica",20.000[1]​,Gante,KAA Gent
Unión Española S.A.D.P.,"La Furia,[1]​El Rojo,[2]​Hispanos[3]​",18 de mayo de 1897 (126 años)comoCentro Español de Instrucción y Recreación[4]​,Arturo Juarros,Miguel Ponce,Santa Laura,"Santa Laura 1241Independencia,Santiago,Chile",19 887 espectadores[5]​,Santa Laura 1241Independencia,Unión Española
Club de Fútbol Pachuca,Tuzos.[1]​,1 de noviembre de 1892 (131 años)[2]​[3]​[4]​,Armando Martínez,Guillermo Almada,Hidalgo,"Pachuca,Hidalgo",27 000 espectadores,Pachuca,CF Pachuca
Grêmio Foot-Ball Porto Alegrense,Tricolor Gaúcho[1]​Tricolor Inmortal[2]​,15 de septiembre de 1903 (120 años)[3]​,Alberto Guerra[5]​,Renato Gaúcho[6]​,Arena do Grêmio,"Av. Padre Leopoldo Brentano, 110 - Humaitá, Porto Alegre - RS, 90250-590, Brasil[7]​",60 540 espectadores,Av. Padre Leopoldo Brentano,Grêmio Foot-Ball Porto Alegrense
Barcelona Sporting Club,Ídolo del Ecuador[1]​Ídolo del Astillero[2]​Canarios[3]​Oro y Grana[4]​Toreros,1 de mayo de 1925 (98 años),Antonio Álvarez,Diego López,Monumental Banco Pichincha,"Av. Barcelona Sporting Club,Guayaquil,Ecuador",60 000 espectadores[5]​,Av. Barcelona Sporting Club,Barcelona SC Guayaquil
Olympique Lyonnais,Les Gones(Los Chicos)[1]​Les Lions(Los Leones),3 de agosto de 1899 (124 años),Santiago Cucci,Pierre Sage,Parc Olympique Lyonnais,"Avenue Simone Veil, 10, 69150Décines-Charpieu(Coord.45°45′55″N4°58′55″E﻿ / ﻿45.765278,4.981944)",59.186[3]​ espectadores,Avenue Simone Veil,Olympique Lyon
Club Atlético Newell's Old Boys,La LepraEl Rojinegro,3 de noviembre de 1903 (120 años),Ignacio Astore,Mauricio Larriera,Marcelo Bielsa[2]​,"Parque de la IndependenciaRosario,Santa Fe,Argentina",42 000 espectadores,Parque de la IndependenciaRosario,CA Newell's Old Boys
Servette Football Club Genève,Grenats(Granates),31 de mayo de 1890 (133 años),Didier Fischer,Rene Weiler,Stade de Genève,"Lancy,Suiza",30.084,Lancy,Servette FC
No data,No data,No data,No data,No data,No data,No data,No data,No data,PAOK Thessaloniki
Unione Sportiva Sassuolo Calcio,"Neroverdi, Tricolore' 'Sasòl (dialecto italiano)",17 de julio de 1920 (103 años),Carlo Rossi,Davide Ballardini,MAPEI Stadium - Città del Tricolore,"Reggio Emilia,Italia",21 584 espectadores,Reggio Emilia,US Sassuolo
Tottenham Hotspur Football Club,Spurs[1]​Lilywhites[2]​,5 de septiembre de 1882 (141 años),Daniel Levy,Ange Postecoglou,Tottenham Hotspur Stadium,"Londres,Inglaterra","65,000 espectadores[3]​",Londres,Tottenham Hotspur
RKS Raków Częstochowa SA,Medaliki(Los Medallones),15 de marzo de 1921 (103 años)[1]​,Piotr Obidziński,Dawid Szwarga[2]​,Estadio Municipal de Częstochowa,"Częstochowa,Polonia",5 500,Częstochowa,Rakow Czestochowa
No data,No data,No data,No data,No data,No data,No data,No data,No data,Basaksehir FK
Racing Club de Lens,Les Sang et Or (La Sangre y Oro)[1]​,1906 (118 años),Joseph Oughourlian,Franck Haise,Bollaert-Delelis,"Lens,Francia",38 058 espectadores,Lens,RC Lens
Beşiktaş Jimnastik Kulübü[1]​,Kara Kartallar (Las águilas negras)[2]​[3]​Siyah-beyazlılar (Los blanquinegros),4 de marzo de 1903 (121 años)[4]​,Hasan Arat,Fernando Santos,Vodafone Park,"Estambul,Turquía",42.000[5]​ (espectadores),Estambul,Besiktas JK
Atalanta Bergamasca Calcio,"La Dea(La Diosa)[1]​Gli Orobici(LosOróbicos)I Nerazzurri(Los Negriazules) (""Regina delle province"")",17 de octubre de 1907 (116 años),Antonio Percassi[2]​,Gian Piero Gasperini[3]​,Gewiss Stadium,"Bérgamo,Italia",21.300 espectadores[4]​,Bérgamo,Atalanta BC
1. Fußballclub Union Berlin e. V.,Die Eisernen (Los de hierro)Eisern Union (Unión de hierro)Die Schlosserjungs (Los chicos cerrajeros),17 de junio de 1906 (117 años),Dirk Zingler,Nenad Bjelica,Alte Försterei,"Berlín,Alemania",22 012 (espectadores)[1]​,Berlín,1.FC Union Berlin
Juventus Football Club S. P. A.,"La Vecchia Signora(La Vieja Señora),[Nota 1]​La Fidanzata d'Italia(La Novia de Italia),[2]​Le Zebre(Las Cebras),[2]​I Bianconeri(Los Blanquinegros)[3]​",1 de noviembre de 1897 (126 años),Gianluca Ferrero,Massimiliano Allegri,Allianz Stadium[4]​,"Corso Gaetano Scirea, 5010151Turín,Italia(Coord.45°06′35″N7°38′28″E﻿ / ﻿45.10965935,7.64122132)",41 507 espectadores,Corso Gaetano Scirea,Juventus FC
Cagliari Calcio S.p.A.,I Rossoblu(Los rojos y azules)Gli Isolani(Los isleños)I Sardi(Los sardos)Casteddu(Nombre sardo de Cagliari),30 de mayo de 1920 (103 años),Tommaso Giulini,Claudio Ranieri,Unipol Domus,"Cagliari,Italia",16 000,Cagliari,Cagliari Calcio
Adana Demirspor Kulübü,Mavi Şimşekler,1940,Murat Sancak,Patrick Kluivert,Nuevo Estadio de Adana,"Adana,Turquía",35 000 espectadores,Adana,Adana Demirspor
Фудбалски клуб ПартизанFudbalski klub Partizan,Crno-beli(Blanquinegros)Parni valjak(La apisonadora),4 de octubre de 1945 (78 años),Milorad Vučelić,Igor Duljaj,Partizán,"Belgrado,Serbia",33 000 espectadores,Belgrado,FK Partizan Belgrade
Asociația Club Sportiv Petrolul 52[1]​,Lupii galbeni(Lobos amarillos)Galben-albaștrii(Amarillos azules)Petroliștii(Petroleros),31 de diciembre de 1924 (99 años),Costel Lazar[2]​,Nicolae Constantin,Stadionul Ilie Oană,"Ploieşti,Rumania",15 500[3]​,Ploieşti,Petrolul Ploiesti
No data,No data,No data,No data,No data,No data,No data,No data,No data,Deportivo Guadalajara
Djurgårdens Idrottsförening,BlårändernaJärnkaminerna,12 de marzo de 1891 (133 años),Lars-Erik Sjöberg,Kim BergstrandThomas Lagerlöf,Tele2 Arena,"Estocolmo,Suecia",33.000,Estocolmo,Djurgårdens IF
"Športový klub Slovan Bratislava futbal, a.s.",Belasí(Celestes)Jastrabi z Tehelného poľa (Halcones de Brickfield)Králi Bratislavy(Reyes de Bratislava),3 de mayo de 1919 (104 años),Ivan Kmotrík,Vladimir Weiss,Tehelné pole,"Bratislava,Eslovaquia",22 500,Bratislava,Slovan Bratislava
Luton Town Football Club,Hatters(Los Sombrereros),11 de abril de 1885 (138 años),David Wilkinson,Rob Edwards,Kenilworth Road,"Luton(Coord.51°53′03″N0°25′54″O﻿ / ﻿51.884167,-0.431667)",10 356 espectadores,Luton(Coord.51°53′03″N0°25′54″O﻿ / ﻿51.884167,Luton Town
Aris Limassol Football Club,Ελαφρα Ταξιαρχια(Brigada Luminosa),1930 (94 años),Vladimir Federov,Aleksey Shpilevsky,Tsirion Stadium,"Limassol,Chipre",13.152,Limassol,Aris Limassol
Urawa Red Diamonds,RedsRed Devils,1959 (74 años)comoMitsubishi Heavy Industries SC,Mitsuo Hashimoto,Per-Mathias Høgmo,Saitama Stadium 2002,"Midori-ku,Saitama",63.700[1]​ espectadores,Midori-ku,Urawa Red Diamonds
Nogometni klub Slaven Belupo Koprivnica,Farmaceuti(Farmacéuticos),20 de agosto de 1912 (111 años) (como HSK Slaven),Hrvoje Kolarić,Tomislav Stipić,Gradski stadion Ivan Kušek-Apaš,"Koprivnica,Croacia","3,205",Koprivnica,Slaven Belupo Koprivnica
Respublikanskiy futbol'nyy klub «Akhmat» Groznyy,No data,1946 (78 años),Magomed Daudov,Andrei Talalayev,Ajmat Arena,"Grozny,Rusia",30 597,Grozny,Akhmat Grozny
Club Atlético Tigre,MatadorAzules del Norte,3 de agosto de 1902 (121 años),Martín Suárez,Néstor Gorosito,José Dellagiovanna«El Coliseo»,"Guido y Spano 1053Victoria,San FernandoBuenos AiresArgentina",28.648 espectadores[2]​,Guido y Spano 1053Victoria,Club Atlético Tigre
Ποδοσφαιρικές Ανώνυμη Εταιρεία Παναθηναϊκός(Sociedad Anónima de Fútbol Panateniense),To Trifylli (El Trébol)Oi Prasinoi (Los Verdes),3 de febrero de 1908 (116 años),Manos Mavrokoukoulakis,Fatih Terim,Estadio Olímpico de Atenas,"Atenas,Grecia",71 030 espectadores[1]​,Atenas,Panathinaikos FC
Kashiwa Reysol,Taiyō-Ō(Rey Sol)Aurinegro,1940 (84 años) comoHitachi SC,Ryuichiro Takikawa,Nelsinho Baptista[1]​,"Estadio Hitachi Kashiwa""Hitachidai""","Kashiwa,Chiba,Japón",15 349 espectadores,Kashiwa,Kashiwa Reysol
