Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Club Atlético Vélez Sarsfield,El FortínLa V Azulada,1 de enero de 1910 (114 años),Fabián Berlanga,Gustavo Quinteros,José Amalfitani,"Avda. Juan B. Justo9200,Buenos Aires,Argentina",46 540[2]​,Avda. Juan B. Justo9200,CA Vélez Sarsfield
Makina ve Kimya Endüstrisi Ankaragücü Spor Kulübü,No data,31 de agosto de 1910 (113 años),İsmail Mert Fırat,Emre Belözoğlu,Eryaman,"Ankara,Turquía",22.000,Ankara,MKE Ankaragücü
Ipswich Town Football Club,The Blues(Los Azules)The Tractor Boys(Los chicos del tractor),16 de octubre de 1878 (145 años)comoIpswich Association F.C.1888 (136 años)comoIpswich Town F.C.,Mike O'Leary,Kieran McKenna,Portman Road,"Ipswich(Coord.52°03′18″N1°08′41″E﻿ / ﻿52.055061,1.144831)",30 311 espectadores[1]​,Ipswich(Coord.52°03′18″N1°08′41″E﻿ / ﻿52.055061,Ipswich Town
No data,No data,No data,No data,No data,No data,No data,No data,No data,Club Nacional
Arsenal Football Club Academy,Hale End,1 de diciembre de 1886 (137 años),Sir Chips Keswick,Per Mertesacker,Meadow Park,Londres,4 502 espectadores,Londres,Arsenal FC U21
Spezia Calcio S. r. l.,"Aquilotti(Aguiluchos), ""la Rocconeta""",10 de octubre de 1906 (117 años)comoSport Club Spezia,Philip Raymond Platek Jr.,Luca D'Angelo,Alberto Picco,"Via Nicolò Fieschi, 18, 19123La Spezia,Italia(Coord.44°06′08″N9°48′31″E﻿ / ﻿44.102222,9.808611)",10 366 espectadores,Via Nicolò Fieschi,Spezia Calcio
Al-Adalah Club,No data,1984 (40 años),Abdulaziz Al-Mudhei[1]​,Martin Sevela,"Estadio Príncipe Abdullah bin JalawiAl-Ahsa,Arabia Saudita",No data,26.000,No data,Al-Adalah FC
No data,No data,No data,No data,No data,No data,No data,No data,No data,Leeds United U21
Huddersfield Town A. F. C.,The Terriers,15 de agosto de 1908 (115 años),Dean Hoyle,André Breitenreiter,John Smith's Stadium,"Huddersfield(Coord.53°39′15″N1°46′06″O﻿ / ﻿53.654167,-1.768333)",24 500 espectadores,Huddersfield(Coord.53°39′15″N1°46′06″O﻿ / ﻿53.654167,Huddersfield Town
Cruzeiro Esporte Clube,Raposa[1]​Time do Povo[2]​La Bestia Negra[3]​,2 de enero de 1921 (103 años),Lidson Potsch Magalhães[5]​,Nicolás Larcamón[7]​,Mineirão[8]​,"Belo Horizonte,Brasil",61.846 espectadores[9]​,Belo Horizonte,Cruzeiro Esporte Clube
Hellas Verona Football Club S.p.A.,Gialloblù(Amarillo-Azul)Mastini(Mastines)ScaligeriButei(Muchachos),1903 (120 años)comoAssociazione Calcio Hellas,Maurizio Setti,Marco Baroni,Marcantonio Bentegodi,"Verona,Italia",39 211 espectadores,Verona,Hellas Verona
Queens Park Rangers Football Club,The Hoops(Los Aros)[1]​The R's(Las Erres)The Royals,21 de mayo de 1882 (141 años),Amit Bhatia,Martí Cifuentes,Loftus Road,"Londres(Coord.51°30′33″N0°13′56″O﻿ / ﻿51.509167,-0.232222)",18 439 espectadores[2]​,Londres(Coord.51°30′33″N0°13′56″O﻿ / ﻿51.509167,Queens Park Rangers
Watford Football Club,The Hornets(Las avispas)The Golden Boys(Los Chicos Dorados)Yellow Army(Armada Amarilla)The 'Orns,1881 143 añoscomoWatford Rovers,Scott Duxbury[1]​,Tom Cleverley,Vicarage Road,"Watford(Coord.51°38′59″N0°24′05″O﻿ / ﻿51.649836,-0.401486)",22 220 espectadores[2]​,Watford(Coord.51°38′59″N0°24′05″O﻿ / ﻿51.649836,Watford FC
Aston Villa Football Club,The Villans(Los Villanos)The Lions(Los Leones)The Claret & Blue Army[1]​,21 de noviembre de 1874 (149 años)[2]​,Nassef Sawiris,Unai Emery,Villa Park,"Trinity Road, Birmingham B6 6HEBirmingham(Coord.52°30′33″N1°53′05″O﻿ / ﻿52.509167,-1.884722)",42 660 espectadores[3]​,Trinity Road,Aston Villa
Eintracht Frankfurt e.V.,Die Adler (Las Águilas)Launische Diva (Diva temperamental)[1]​Schlappekicker (Pateadores),8 de marzo de 1899 (125 años)comoFrankfurter Fußball-Club Victoria von 1899,Mathias Beck,Dino Toppmöller,Waldstadion,"Fráncfort,Alemania",58 000 (partidos nacionales)[2]​58 000 (partidos internacionales)[3]​,Fráncfort,Eintracht Frankfurt
Ferencvárosi Torna Club,Zöld Sasok(águilas verdes)FradiZöld-fehérek(Verde-blanco),3 de mayo de 1899 (124 años),Gábor Kubatov,Dejan Stanković,Groupama Arena,"Budapest,Hungría",24 000,Budapest,Ferencvárosi TC
Atlético Club San Martín,Albirrojo[1]​Chacarero[2]​León,22 de diciembre de 1927 (96 años)[3]​,Damián Reyes[4]​,Hernán Vázquez,Estadio Libertador General San Martín,"Av. Boulogne Sur Mer y Lavalle,San Martín,Mendoza,Argentina32°53′3.3″S68°51′48.8″O﻿ / ﻿-32.884250,-68.863556",8.782 espectadores[5]​,Av. Boulogne Sur Mer y Lavalle,Club Atlético Lanús II
"Girona Futbol Club,S. A. D.","Blanc-i-Vermells, Gironins",23 de julio de 1930 (93 años),Delfí Geli,Míchel,Municipal de Montilivi,"Av. Montilivi, 141.Gerona,España41°57′41″N2°49′43″E﻿ / ﻿41.96139,2.82861",14 624 espectadores,Av. Montilivi,Girona FC
Fotbal Club CFR 1907 Cluj,Feroviarii(Ferroviarios)Ceferistii,noviembre 1907 (116 años),Cristian Balaj,Andrea Mandorlini,Dr. Constantin Rădulescu,"Cluj-Napoca,Rumania",25.000 espectadores,Cluj-Napoca,CFR Cluj
Wolverhampton Wanderers Football Club,Wolves(Lobos)The Wanderers(Los Errantes),1877 (147 años)comoSt. Luke's,Jeff Shi[2]​,Gary O'Neil,Molineux Stadium,"Wolverhampton(Coord.52°35′25″N2°07′49″O﻿ / ﻿52.590278,-2.130278)","30,852 espectadores[3]​",Wolverhampton(Coord.52°35′25″N2°07′49″O﻿ / ﻿52.590278,Wolverhampton Wanderers
No data,No data,No data,No data,No data,No data,No data,No data,No data,Dinamo Tbilisi
Професионален футболен клуб Ботев ПловдивProfesionalen Futbolen Klub Botev Plovdiv,"Канарчетата/Kanarchetata(«Canarios»),жълточерните/Zhŭltochernite(«Amarillos-negros»)",12 de marzo de 1912 (112 años),German Chistyanov,Bruno Baltazar,Hristo Botev,"Plovdiv,Bulgaria",21.000,Plovdiv,Botev Plovdiv
Genoa Cricket and Football Club S. p. A.,Vecchio Balordo[1]​,7 de septiembre de 1893 (130 años)[2]​,Alberto Zangrillo[3]​,Alberto Gilardino,Luigi Ferraris,"Via Giovanni de Prà, 1 16139,Génova,Italia",36 599 espectadores,Via Giovanni de Prà,Genoa CFC
Tottenham Hotspur Football Club,Spurs[1]​Lilywhites[2]​,5 de septiembre de 1882 (141 años),Daniel Levy,Ange Postecoglou,Tottenham Hotspur Stadium,"Londres,Inglaterra","65,000 espectadores[3]​",Londres,Tottenham Hotspur
Como 1907 S.r.l.,Lariani(Larianos)Azzurri(Azules)Biancoblù(Blanquiazules)Voltiani(Voltianos),1907comoFootball Club Como[1]​,Dennis Wise(administrador único),Cesc Fàbregas(interino)[2]​,Stadio Giuseppe Sinigaglia[1]​,"Como,Italia",13.602 espectadores[1]​,Como,Como 1907
Vitória Sport Clube,VimaranensesConquistadores,22 de septiembre de 1922 (101 años),António Miguel Cardoso,Álvaro Pacheco,Dom Afonso Henriques,"Guimarães,Portugal",30 029,Guimarães,Vitória Guimarães SC
Club Deportivo Godoy Cruz Antonio Tomba,Tomba[1]​Bodeguero[1]​El Expreso[1]​,1 de junio de 1921 (102 años),Alejandro Chapini,Daniel Oldrá,Feliciano Gambarte,"Balcarce 477,Godoy Cruz,Mendoza,Argentina32°55′13″S68°50′22″O﻿ / ﻿-32.92028,-68.83944",15 000 espectadores,Balcarce 477,CD Godoy Cruz Antonio Tomba
Turn-und Sportgemeinschaft 1899 Hoffenheim e.V.,Die Kraichgauer(Los de la región de Kraichgau),1 de julio de 1899 (124 años),Kristian Baumgärtner[1]​,Pellegrino Matarazzo,Rhein-Neckar-Arena,"Sinsheim,Alemania",30 150,Sinsheim,TSG 1899 Hoffenheim
Udinese Calcio,FriulaniBianconeriLe Zebrette,1 de enero de 1896 (128 años),Franco Soldati,Gabriele Cioffi,Stadio Friuli,"Údine,Italia",25 000 espectadores,Údine,Udinese Calcio
Norwich City Football Club,The Canaries(Los Canarios)The Green-Yellows(Los Auriverdes),17 de junio de 1902 (121 años),Saul Hassan,David Wagner,Carrow Road,"Norwich(Coord.52°37′20″N1°18′31″E﻿ / ﻿52.622128,1.308653)",27 244 espectadores[1]​,Norwich(Coord.52°37′20″N1°18′31″E﻿ / ﻿52.622128,Norwich City
1. Fußball-Club Nürnberg Verein für Leibesübungen e. V.,Der Club,1955,No data,Michael Kollner,Sportplatz am Valznerweiher,"Núremberg,Alemania",3.000,Núremberg,1.FC Nuremberg
No data,No data,No data,No data,No data,No data,No data,No data,No data,Sociedade Esportiva Palmeiras
Futbolny Klub Dynamo Kyiv(Футбольний клуб «Динамо» Київ),Bilo-Syni (Blanquiazules),13 de mayo de 1927 (96 años),Ihor Surkis,Oleksandr Shovkovski(temporamente),Olímpico de Kiev,"Kiev,Ucrania",70.050[1]​ espectadores,Kiev,Dynamo Kyiv
Football Club de Nantes,Les Canaris (es. Los Canarios)[1]​,21 de abril de 1943 (80 años),Waldemar Kita,Jocelyn Gourvennec,La Beaujoire,"Nantes,Francia","38,486 espectadores",Nantes,FC Nantes
Sporting Club Bastiais,I Lioni di Furiani[1]​I TurchiniLe Sporting,1905 (119 años),Claude Ferrandi,Mathieu Chabert,Stade Armand Cesari,"Bastia,Francia",16.500,Bastia,SC Bastia
Gwangju Football Club광주 시민 프로축구단,Grifos de Gwangju,1 de diciembre de 2010 (13 años),Kang Gi-jeong,Lee Jung-hyo,Estadio de fútbol de Gwangju,"Gwangju,Corea del Sur",10 007,Gwangju,Gwangju FC
Audax Italiano,"Tanos,Audinos,Itálicos",30 de noviembre de 1910 (113 años)comoAudax Club Ciclista Italiano,Gonzalo Cilley,Francisco Arrué,Bicentenario de La Florida,"Enrique Olivares 1003La Florida,Santiago,Chile",12 000espectadores[1]​,Enrique Olivares 1003La Florida,Audax Italiano
Cruzeiro Esporte Clube,Raposa[1]​Time do Povo[2]​La Bestia Negra[3]​,2 de enero de 1921 (103 años),Lidson Potsch Magalhães[5]​,Nicolás Larcamón[7]​,Mineirão[8]​,"Belo Horizonte,Brasil",61.846 espectadores[9]​,Belo Horizonte,Cruzeiro Esporte Clube
Persepolis Football Club,El Ejército Rojo(enpersa:رتش سرخ‎)Piruzí,diciembre de 1963[1]​[2]​ (60 años),Mohammad Hossein Nejad Fallah,Yahya Golmohammadi,Estadio Azadi,"Teherán,Irán",90.000,Teherán,Persepolis FC
Atlanta United Football Club,Las Cinco Rayas(The Five Stripes),16 de diciembre de 2014 (9 años),Santy Flores,Gonzalo Pineda,Mercedes-Benz Stadium,"Atlanta,Georgia,Estados Unidos",71 .000,Atlanta,Atlanta United FC
Фудбалски клуб ПартизанFudbalski klub Partizan,Crno-beli(Blanquinegros)Parni valjak(La apisonadora),4 de octubre de 1945 (78 años),Milorad Vučelić,Igor Duljaj,Partizán,"Belgrado,Serbia",33 000 espectadores,Belgrado,FK Partizan Belgrade
Fudbalski Klub Radnički Kragujevac,Crveni Ðavoli(Diablos Rojos)Radnički(Los Laboristas),1923,Nebojša Vasiljević,Dejan Đurđević,Estadio Čika Dača,"Kragujevac,Serbia",22.100,Kragujevac,FK Radnicki 1923 Kragujevac
"Granada Club de Fútbol, S. A. D.","Granadinistas,Nazaríes,Rojiblancos.",6 de abril de 1931 (92 años),Sophia Yang,José Ramón Sandoval,Nuevo Estadio de Los Cármenes,"C/ Pintor Manuel Maldonado s/nGranada,España",22 524[1]​,C/ Pintor Manuel Maldonado s/nGranada,Granada CF
Manchester City Football Club,The Citizens (Los ciudadanos)[1]​Sky Blues (Celestes),23 de noviembre de 1880 (143 años)comoSt. Mark's16 de abril de 1894 (129 años)comoManchester City,Khaldoon Al Mubarak,Pep Guardiola,Etihad Stadium,"Mánchester,Reino Unido(Coord.53°28′59″N2°12′01″O﻿ / ﻿53.483056,-2.200278)",55 097,Mánchester,Manchester City
Fudbalski klub Vojvodina,Lale(Tulipanes)Stara dama(Vieja dama)Crveno-beli(Rojiblancos),6 de marzo de 1914 (110 años),Andreas Paphitis,Radoslav Batac,Estadio Karađorđe,"Novi Sad,Serbia",14.853[1]​,Novi Sad,FK Vojvodina Novi Sad
Racing Club de Estrasburgo Alsacia,Les Bleu et Blanc[1]​,1906,Marc Keller,Patrick Vieira,Stade de la Meinau,"Estrasburgo,Francia",26 109,Estrasburgo,RC Strasbourg Alsace
Фудбалски клуб Раднички НишFudbalski Klub Radnički Niš,RealdeNišava,23 de abril de 1923 (100 años),Ivica Toncev,Tomislav Sivic,Estadio Čair,"Niš,Serbia",18.151,Niš,FK Radnicki Nis
Debreceni Vasutas Sport Club,Loki,12 de marzo de 1902 (122 años),Gábor Szima,Elemér Kondás,Nagyerdei Stadion,"Debrecen,Hungría",20.340,Debrecen,Debreceni VSC
Club Deportivo Godoy Cruz Antonio Tomba,Tomba[1]​Bodeguero[1]​El Expreso[1]​,1 de junio de 1921 (102 años),Alejandro Chapini,Daniel Oldrá,Feliciano Gambarte,"Balcarce 477,Godoy Cruz,Mendoza,Argentina32°55′13″S68°50′22″O﻿ / ﻿-32.92028,-68.83944",15 000 espectadores,Balcarce 477,CD Godoy Cruz Antonio Tomba
Fudbalski Klub Novi Pazar,Plavi(Azules)Plavi Tajfun(Azules tifón),1928[1]​,Sead Malićević,Slavenko Kuzeljević,Stadion Gradski,"Novi Pazar,Serbia",10.000[2]​,Novi Pazar,FK Novi Pazar
Fudbalski Klub Kolubara Lazarevac,Mineros,1919,Bojan Stevic,Dejan Durdevic,FK Kolubara Stadium,"Lazarevac,Serbia",3.000,Lazarevac,FK Kolubara Lazarevac
Degerfors Idrottsförening,Bruket,13 de enero de 1907 (117 años),Fredrik Rakar,Tobias Solberg,Stora Valla,"Degerfors,Suecia",12500,Degerfors,Degerfors IF
Giresun Spor Klübü,Çotanaklar,1925,Hakan Karaahmet,Hakan Keleş,Çotanak Stadium,"Giresun,Turquía",22028,Giresun,Giresunspor
