name,latitude,longitude,state,country,sky_weather,weather_description,timestamp,Team
Subotica,46.1002058,19.6653273,Vojvodina,RS,Clouds,overcast clouds,2024-03-26 13:31:59,FK Spartak Subotica
Subotica,46.1002058,19.6653273,Vojvodina,RS,Clouds,overcast clouds,2024-03-26 13:31:59,FK Spartak Subotica
ChapecóSanta Catarina,No data,No data,No data,No data,No data,No data,No data,Associação Chapecoense de Futebol
Rayán,22.55126585,75.51701147788856,Madhya Pradesh,IN,Clouds,few clouds,2024-03-26 13:32:05,Muaither SC
No data,No data,No data,No data,No data,No data,No data,No data,Khor Fakkan SSC
Camino Mangangá s/n,No data,No data,No data,No data,No data,No data,No data,CA Peñarol
St. Paul,44.9497487,-93.0931028,Minnesota,US,Snow,light snow,2024-03-26 13:32:08,Minnesota United FC
Montreal,45.5031824,-73.5698065,Quebec,CA,Clear,clear sky,2024-03-26 13:28:38,CF Montréal
Commerce City,39.8083196,-104.9338675,Colorado,US,Clouds,scattered clouds,2024-03-26 13:30:14,Colorado Rapids
Porto Alegre,-30.0324999,-51.2303767,Rio Grande do Sul,BR,Clouds,scattered clouds,2024-03-26 13:27:42,Sport Club Internacional
Via Giovanni de Prà,No data,No data,No data,No data,No data,No data,No data,Genoa CFC
Alanya,No data,No data,No data,No data,No data,No data,No data,Alanyaspor
Nottingham,52.9534193,-1.1496461,England,GB,Rain,light rain,2024-03-26 13:19:54,Nottingham Forest
Ciudad Juárez,31.7097961,-106.455581,Chihuahua,MX,Rain,shower rain,2024-03-26 13:32:27,FC Juárez
Ostrava,49.8349139,18.2820084,Moravia-Silesia,CZ,Clear,clear sky,2024-03-26 13:32:31,FC Banik Ostrava
Lorient,47.7477336,-3.3660907,Brittany,FR,Clouds,few clouds,2024-03-26 13:32:33,FC Lorient
El Pireo,37.9431594,23.6470593,Attica,GR,Clouds,scattered clouds,2024-03-26 13:22:46,Olympiacos Piraeus
Praga,50.0874654,14.4212535,Prague,CZ,Clear,clear sky,2024-03-26 13:23:15,SK Slavia Prague
Curitiba,-25.4295963,-49.2712724,Paraná,BR,Clouds,scattered clouds,2024-03-26 13:32:41,Coritiba Foot Ball Club
Adana,No data,No data,No data,No data,No data,No data,No data,Adana Demirspor
Medellín,6.2443382,-75.573553,Antioquia,CO,Rain,light rain,2024-03-26 13:32:45,Independiente Medellín
Borísov,54.2240665,28.5117849,Minsk Region,BY,Clouds,broken clouds,2024-03-26 13:32:48,BATE Borisov
Sao Paulo,-23.5506507,-46.6333824,São Paulo,BR,Rain,moderate rain,2024-03-26 13:32:50,Sport Club Corinthians Paulista
