name,latitude,longitude,state,country,sky_weather,weather_description,timestamp,Team
Seattle,47.6038321,-122.330062,Washington,US,Clouds,overcast clouds,2024-03-26 13:23:56,Seattle Sounders FC
No data,No data,No data,No data,No data,No data,No data,No data,CR Flamengo
Curitiba,-25.4295963,-49.2712724,Paraná,BR,Clouds,scattered clouds,2024-03-26 13:23:57,Coritiba Foot Ball Club
Bragança Paulista,-22.9520235,-46.5418586,São Paulo,BR,Rain,moderate rain,2024-03-26 13:27:50,Red Bull Bragantino
Fortaleza,-3.7304512,-38.5217989,Ceará,BR,Clouds,scattered clouds,2024-03-26 13:27:52,Fortaleza Esporte Clube
Gliwice,50.294113,18.6657306,Silesian Voivodeship,PL,Clouds,broken clouds,2024-03-26 13:27:56,Piast Gliwice
Częstochowa,50.8120466,19.113213,Silesian Voivodeship,PL,Clouds,broken clouds,2024-03-26 13:25:02,Raków Częstochowa
Van Zandvlietplein 13077 AARóterdam,No data,No data,No data,No data,No data,No data,No data,Feyenoord Rotterdam
Shymkent,No data,No data,No data,No data,No data,No data,No data,Ordabasy Shymkent
Plovdiv,No data,No data,No data,No data,No data,No data,No data,Botev Plovdiv
Lovaina,50.879202,4.7011675,Flemish Brabant,BE,Clouds,broken clouds,2024-03-26 13:28:02,Oud-Heverlee Leuven
Pasaje Mozart y CorbattaAvellaneda,No data,No data,No data,No data,No data,No data,No data,Racing Club
SheffieldReino UnidoReino Unido(Coord.53°22′13″N1°28′15″O﻿ / ﻿53.370278,No data,No data,No data,No data,No data,No data,No data,Sheffield United
Wil,47.465266,9.0415478,St. Gallen,CH,Clouds,scattered clouds,2024-03-26 13:28:04,FC Wil 1900
Helsinki,No data,No data,No data,No data,No data,No data,No data,HJK Helsinki
Ipswich(Coord.52°03′18″N1°08′41″E﻿ / ﻿52.055061,No data,No data,No data,No data,No data,No data,No data,Ipswich Town
Londres(Coord.51°28′30″N0°13′18″O﻿ / ﻿51.475,No data,No data,No data,No data,No data,No data,No data,Fulham FC
Nottingham,52.9534193,-1.1496461,England,GB,Rain,light rain,2024-03-26 13:19:54,Nottingham Forest
Vila do Conde,No data,No data,No data,No data,No data,No data,No data,Rio Ave FC
Dresde,51.0493286,13.7381437,Saxony,DE,Clear,clear sky,2024-03-26 13:28:07,SG Dynamo Dresden
Kiev,No data,No data,No data,No data,No data,No data,No data,Dynamo Kyiv
Moscú,55.7504461,37.6174943,Moscow,RU,Clouds,overcast clouds,2024-03-26 13:24:16,Dynamo Moscow
Toluca,19.292545,-99.6569007,State of Mexico,MX,Clouds,overcast clouds,2024-03-26 13:28:11,Deportivo Toluca
Ashton RoadBristol(Coord.51°26′24″N2°37′13″O﻿ / ﻿51.44,No data,No data,No data,No data,No data,No data,No data,Bristol City
Coventry,52.4081812,-1.510477,England,GB,Drizzle,light intensity drizzle,2024-03-26 13:28:13,Coventry City
El Havre,49.4938975,0.1079732,Normandy,FR,Rain,light rain,2024-03-26 13:28:16,Le Havre AC
No data,No data,No data,No data,No data,No data,No data,No data,Ural Yekaterinburg
Venlo,51.39244885,6.1511724144122955,Limburg,NL,Clouds,overcast clouds,2024-03-26 13:28:20,VVV-Venlo
Trinity Road,No data,No data,No data,No data,No data,No data,No data,Aston Villa
Tesalónica,40.6403167,22.9352716,Macedonia and Thrace,GR,Drizzle,light intensity drizzle,2024-03-26 13:28:22,Aris Thessaloniki
Houston,29.7589382,-95.3676974,Texas,US,Clear,clear sky,2024-03-26 13:24:18,Houston Dynamo FC
Carrera 74 # 48-21Medellín,No data,No data,No data,No data,No data,No data,No data,Atlético Nacional
Okayama (Okayama),No data,No data,No data,No data,No data,No data,No data,Fagiano Okayama
Qarshi,38.83998,65.7927948,Qashqadaryo Region,UZ,Clouds,overcast clouds,2024-03-26 13:28:28,Nasaf Qarshi
Suita,34.764884,135.51735,Osaka Prefecture,JP,Clouds,broken clouds,2024-03-26 13:26:02,Gamba Osaka
